id,id_index,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,periode_update,kategori,jumlah,satuan,tahun
56,11256,35,JAWA TIMUR,3501,KABUPATEN PACITAN,2024,JUMLAH UNIT,37.0,UNIT,2024
57,11357,35,JAWA TIMUR,3528,KABUPATEN PAMEKASAN,2024,JUMLAH KURSI,0.0,UNIT,2024
57,11457,35,JAWA TIMUR,3528,KABUPATEN PAMEKASAN,2024,JUMLAH UNIT,791.0,UNIT,2024
58,11558,35,JAWA TIMUR,3514,KABUPATEN PASURUAN,2024,JUMLAH KURSI,960.0,UNIT,2024
58,11658,35,JAWA TIMUR,3514,KABUPATEN PASURUAN,2024,JUMLAH UNIT,68.0,UNIT,2024
59,11759,35,JAWA TIMUR,3502,KABUPATEN PONOROGO,2024,JUMLAH KURSI,1770.0,UNIT,2024
59,11859,35,JAWA TIMUR,3502,KABUPATEN PONOROGO,2024,JUMLAH UNIT,87.0,UNIT,2024
60,11960,35,JAWA TIMUR,3513,KABUPATEN PROBOLINGGO,2024,JUMLAH KURSI,1355.0,UNIT,2024
60,12060,35,JAWA TIMUR,3513,KABUPATEN PROBOLINGGO,2024,JUMLAH UNIT,25.0,UNIT,2024
61,12161,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,2024,JUMLAH KURSI,105.0,UNIT,2024
61,12261,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,2024,JUMLAH UNIT,4.0,UNIT,2024
62,12362,35,JAWA TIMUR,3515,KABUPATEN SIDOARJO,2024,JUMLAH KURSI,13833.0,UNIT,2024
62,12462,35,JAWA TIMUR,3515,KABUPATEN SIDOARJO,2024,JUMLAH UNIT,230.0,UNIT,2024
63,12563,35,JAWA TIMUR,3512,KABUPATEN SITUBONDO,2024,JUMLAH KURSI,8735.0,UNIT,2024
63,12663,35,JAWA TIMUR,3512,KABUPATEN SITUBONDO,2024,JUMLAH UNIT,304.0,UNIT,2024
64,12764,35,JAWA TIMUR,3529,KABUPATEN SUMENEP,2024,JUMLAH KURSI,3348.0,UNIT,2024
64,12864,35,JAWA TIMUR,3529,KABUPATEN SUMENEP,2024,JUMLAH UNIT,55.0,UNIT,2024
65,12965,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,2024,JUMLAH KURSI,3008.0,UNIT,2024
65,13065,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,2024,JUMLAH UNIT,119.0,UNIT,2024
66,13166,35,JAWA TIMUR,3523,KABUPATEN TUBAN,2024,JUMLAH KURSI,12655.0,UNIT,2024
66,13266,35,JAWA TIMUR,3523,KABUPATEN TUBAN,2024,JUMLAH UNIT,244.0,UNIT,2024
67,13367,35,JAWA TIMUR,3504,KABUPATEN TULUNGAGUNG,2024,JUMLAH KURSI,4233.0,UNIT,2024
67,13467,35,JAWA TIMUR,3504,KABUPATEN TULUNGAGUNG,2024,JUMLAH UNIT,53.0,UNIT,2024
68,13568,35,JAWA TIMUR,3579,KOTA BATU,2024,JUMLAH KURSI,3660.0,UNIT,2024
68,13668,35,JAWA TIMUR,3579,KOTA BATU,2024,JUMLAH UNIT,31.0,UNIT,2024
69,13769,35,JAWA TIMUR,3572,KOTA BLITAR,2024,JUMLAH KURSI,0.0,UNIT,2024
69,13869,35,JAWA TIMUR,3572,KOTA BLITAR,2024,JUMLAH UNIT,589.0,UNIT,2024
70,13970,35,JAWA TIMUR,3571,KOTA KEDIRI,2024,JUMLAH KURSI,920.0,UNIT,2024
70,14070,35,JAWA TIMUR,3571,KOTA KEDIRI,2024,JUMLAH UNIT,180.0,UNIT,2024
71,14171,35,JAWA TIMUR,3577,KOTA MADIUN,2024,JUMLAH KURSI,0.0,UNIT,2024
71,14271,35,JAWA TIMUR,3577,KOTA MADIUN,2024,JUMLAH UNIT,65.0,UNIT,2024
72,14372,35,JAWA TIMUR,3573,KOTA MALANG,2024,JUMLAH KURSI,5160.0,UNIT,2024
72,14472,35,JAWA TIMUR,3573,KOTA MALANG,2024,JUMLAH UNIT,172.0,UNIT,2024
73,14573,35,JAWA TIMUR,3576,KOTA MOJOKERTO,2024,JUMLAH KURSI,0.0,UNIT,2024
73,14673,35,JAWA TIMUR,3576,KOTA MOJOKERTO,2024,JUMLAH UNIT,28.0,UNIT,2024
74,14774,35,JAWA TIMUR,3575,KOTA PASURUAN,2024,JUMLAH KURSI,1993.0,UNIT,2024
74,14874,35,JAWA TIMUR,3575,KOTA PASURUAN,2024,JUMLAH UNIT,41.0,UNIT,2024
75,14975,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,2024,JUMLAH KURSI,1728.0,UNIT,2024
75,15075,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,2024,JUMLAH UNIT,192.0,UNIT,2024
76,15176,35,JAWA TIMUR,3578,KOTA SURABAYA,2024,JUMLAH KURSI,0.0,UNIT,2024
76,15276,35,JAWA TIMUR,3578,KOTA SURABAYA,2024,JUMLAH UNIT,1908.0,UNIT,2024
